edge_id,from_node_id,to_node_id,edge_type,length
E1,N1,N5,walk,109.29
E2,N5,N4,walk,173.97
E3,N4,N3,walk,218.00
E4,N3,N2,walk,189.00
E5,N1,N6,stair,
E6,N2,N7,stair,
E7,N7,N8,walk,144.12
E8,N6,N10,walk,119.07
E9,N10,N12,walk,82.00
E10,N10,N11,walk,128.06
E11,N11,N9,walk,109.00
E12,N6,N13,stair,
E13,N13,N14,walk,110.02
E14,N14,N18,walk,91.01
E15,N14,N15,walk,39.12
E16,N15,N16,walk,73.98
E17,N16,N17,walk,154.05
